date,title,comment,category,article_url
2024-11-21 13:50:36,"في ""سابقة تاريخية"" .. المغرب يستضيف خلوة مجلس حقوق الإنسان الأممي",إن أكبر انتهاك لحقوق الإنسان هو ما يتعرض له إخواننا المحتجون في مخيمات تندوف، فيما تتواصل المآسي منذ ما يقرب من نصف قرن. تتحمل فرنسا مسؤولية كبيرة لأنها هي التي نصبت النظام البغيض في الجزائر.,politique,https://www.hespress.com/%d9%81%d9%8a-%d8%b3%d8%a7%d8%a8%d9%82%d8%a9-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8-%d9%8a%d8%b3%d8%aa%d8%b6%d9%8a%d9%81-%d8%ae%d9%84%d9%88%d8%a9-%d9%85-1468124.html
2024-11-21 13:50:36,"في ""سابقة تاريخية"" .. المغرب يستضيف خلوة مجلس حقوق الإنسان الأممي",اللهم دم العز و النصر و التمكين و الصحة و السلامة و الأفراح و المسرات و التوفيق و التفوق باستمرار على ملكنا المفدى يارب العالمين و كن له ولي و الحافظ و المعين أينما حل و ارتحل الراءد بالجميع المقاييس في خدمة المغرب المغاربة بشتى المجالات بوضوح و طموح لا محدود دون ملل او كلل و نكران الذات.,politique,https://www.hespress.com/%d9%81%d9%8a-%d8%b3%d8%a7%d8%a8%d9%82%d8%a9-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8-%d9%8a%d8%b3%d8%aa%d8%b6%d9%8a%d9%81-%d8%ae%d9%84%d9%88%d8%a9-%d9%85-1468124.html
2024-11-21 13:50:36,"في ""سابقة تاريخية"" .. المغرب يستضيف خلوة مجلس حقوق الإنسان الأممي",وماذا فعل هذا المجلس أمام الإبادة الجماعية التي يرتكبها الكيان الصهيوني في غزة ، هذا المجلس مجرد أداة لتنفيذ أجندة الدول الغربية الامبريالية وعلى رأسها الشيطان الأكبر أمريكا.,politique,https://www.hespress.com/%d9%81%d9%8a-%d8%b3%d8%a7%d8%a8%d9%82%d8%a9-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8-%d9%8a%d8%b3%d8%aa%d8%b6%d9%8a%d9%81-%d8%ae%d9%84%d9%88%d8%a9-%d9%85-1468124.html
2024-11-21 13:50:36,"في ""سابقة تاريخية"" .. المغرب يستضيف خلوة مجلس حقوق الإنسان الأممي",أحببت كثيرا هده الجملة التي استعملها الكاتب في هدا المقال :”إشاعة قيم حقوق الإنسان والأوراش الحقوقية الكبرى التي أطلقتها المملكة” اتمنى الا يتم فهمها بكل خاطئ هههههه عندما تون الكلمات…,politique,https://www.hespress.com/%d9%81%d9%8a-%d8%b3%d8%a7%d8%a8%d9%82%d8%a9-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d8%ba%d8%b1%d8%a8-%d9%8a%d8%b3%d8%aa%d8%b6%d9%8a%d9%81-%d8%ae%d9%84%d9%88%d8%a9-%d9%85-1468124.html
2024-11-21 13:50:39,"""الاشتراكي"" يعدد ""عيوب"" مشروع قانون المالية وينتقد التعديل الحكومي",للاسف المغرب بدلا تشجيع الشباب لكيدخل العملة الصعبة للبلد لخذام تمارة  ناضو دارو ضرائب الكل الان يفكر في مغاذرة يعني الحكومة تشجع على التوظيف هذشي لكيبان خاص غير دولة توفرو وظائف  أمتنوضوش تقولو مرة خرى ماشي كولشي غيتوظف حيث نتوما لحاربتو الاعمال لحرة لصعيبة لقال لعكس إجرب خاصة لكيذخل العملة صعبة,politique,https://www.hespress.com/%d8%a7%d9%84%d8%a7%d8%b4%d8%aa%d8%b1%d8%a7%d9%83%d9%8a-%d9%8a%d8%b9%d8%af%d8%af-%d8%b9%d9%8a%d9%88%d8%a8-%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d9%85%d8%a7-1468006.html
2024-11-21 13:50:39,"""الاشتراكي"" يعدد ""عيوب"" مشروع قانون المالية وينتقد التعديل الحكومي",من الأفضل أن ينتبه الاشتراكي الئ عيوبه لاصلاحها لاسترجاع هبته التي فقدها بسبب جبروت البعض  واجبار اغلب اعضاءه واوفياءه في الدخول في سبات عميق,politique,https://www.hespress.com/%d8%a7%d9%84%d8%a7%d8%b4%d8%aa%d8%b1%d8%a7%d9%83%d9%8a-%d9%8a%d8%b9%d8%af%d8%af-%d8%b9%d9%8a%d9%88%d8%a8-%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d9%85%d8%a7-1468006.html
2024-11-21 13:50:39,"""الاشتراكي"" يعدد ""عيوب"" مشروع قانون المالية وينتقد التعديل الحكومي",على الاحزاب الاتحاد الاشتراكي والتقدم الاشتراكي والاستقلال والعدالة والتنمية والحركة الشعبية ان تعيد النظر في هيكلتها تستقطب الشباب عوض انتقاذ الاحزاب الأخرى. لان كل هذه الاحزاب لا تعد تغني من جوع وذلك مكوناتها البشرية التي وصلت سنا لا يتماشى مع المحيط السياسي والاقتصادي للمغرب. يجب استقطاب شباب وتاطيرهم وتهييؤهم للانتخابات المقبلة. وذلك لكي لا نرى عجزة في البرلمان والحكومة بدون فائدة ولا نفع للشعب الذي جله شباب  يسعى للحياة السعيدة والمريحة. ولم يعد يهمه الانتقاذات بل يريد شبابا يخدمونه على رأس الحكومة بدون وجود عجزة تحدوا السن السبعين.,politique,https://www.hespress.com/%d8%a7%d9%84%d8%a7%d8%b4%d8%aa%d8%b1%d8%a7%d9%83%d9%8a-%d9%8a%d8%b9%d8%af%d8%af-%d8%b9%d9%8a%d9%88%d8%a8-%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%84%d9%85%d8%a7-1468006.html
2024-11-21 13:50:42,بنعبد الله: اللجوء إلى القضاء الدستوري ليس عيبا أو صراعا بين السلطات,هناك نقص ملحوظ في إعتبار القانون الدستوري والعلوم السياسية وجهان لعملة واحدة، وكأنما الممارسة السياسية المغربية في نهاية المطاف ايديولوجيا متمحورة حوّل البعد التنموي وشبه مفرغة من بعدها الدستوري ثم الفلسفي بالأساس ..,politique,https://www.hespress.com/%d8%a8%d9%86%d8%b9%d8%a8%d8%af-%d8%a7%d9%84%d9%84%d9%87-%d8%a7%d9%84%d9%84%d8%ac%d9%88%d8%a1-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d9%82%d8%b6%d8%a7%d8%a1-%d8%a7%d9%84%d8%af%d8%b3%d8%aa%d9%88%d8%b1%d9%8a-1468078.html
2024-11-21 13:50:42,بنعبد الله: اللجوء إلى القضاء الدستوري ليس عيبا أو صراعا بين السلطات,يجب على المحكمة الدستورية أن تقوم بدورها في مراقبة دستورية قانون المسطرة المدنية وهل تحترم الدستور ،خصوصا فيما يتعلق بمبدأ الحرية ومبدأ مجانية التقاضي. ومبدأ المساواة بين المواطنين.,politique,https://www.hespress.com/%d8%a8%d9%86%d8%b9%d8%a8%d8%af-%d8%a7%d9%84%d9%84%d9%87-%d8%a7%d9%84%d9%84%d8%ac%d9%88%d8%a1-%d8%a5%d9%84%d9%89-%d8%a7%d9%84%d9%82%d8%b6%d8%a7%d8%a1-%d8%a7%d9%84%d8%af%d8%b3%d8%aa%d9%88%d8%b1%d9%8a-1468078.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,غياب برلماني البيضاء مبرر لانه كانت عندو جنازة في دائرته وهو همه الوحيد خضور الجنازات,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,بدل يخدمو على قوانين ويديرو مجهود باش ينقص الغلا د دوا واللحم وزيت العود والزبدة   ويحاكمو شفارين الميزانيات …..باركين مقابلين الخاويات,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,لعبة فقط عملية ادراج حضور أعضاء الحكومة والبرلمان في النقاش البرلماني في الوقت الحاضر لانه يتوجب النقاش حاليا في زيادة في معاشات المتقاعدين عاجلا وتخفيض ضريبة على الدخل اسوة بالموظفين والأجراء والله ولي التوفيق,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,بعض البرلمانيين رغم أنهم عايشوا حكومات متعددة وهم في المعارضة لا زالوا لم يصلوا بعد إلى التفريق بين النضال ذاخل أسوار الجامعة والتشريع من باب القانون ذاخل البرلمان. انشر من فضلك,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,لا لتقاعد الوزراء و البرلمانيين لانهم لا يمثلونني,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,اصرار البعض على حضور الجميع هو دليل على تماهي الحاضرين في الغاءبين وبالتالي لايظهر كل برلماني مالديه من كفاءة وقدرة على المرافعة النيابية .,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,في نظري لما وصلت نسبة البطالة ل تقريبا 14% فإن الحكومة كلها متغيبة,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,"تلاوة إسم الوزير المتغيب اكثر من سياسية بل هي سياساوية فقط.
غالبا ما تكون للوزير اجندات وممكن أن ينوب عنه وزير آخر.",politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,سلام . ومالفاءدة سواء كانوا حاضرين اوغاءبين ومنهم من يقضي القيلولة الله على راحة والموضف الى غاب عيل ساعات معدومة.كاتجيه ورقة الماء والضوء أوريسيبو لكرى أوزيد المنضة فيها اقتطاع سوايع الغياب,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,من المفروض ودستوريا أن تكون الحكومة ومختلف مكوناتها تحت رقابة البرلمان فلا ضير إذا أن تتلى أسماء الوزراء المتغيبين أمام الملأ فذلك يدخل ضمن ختصاصات البرلمان  لكن من سيراقب البرلماني إذا تخلف ولم يحضر؟ من المنطقي أن يقوم المواطن – مادام الشعب منبع السلطة على الأقل دستوريا-  بهذه المهمة ما دام هو من صوت لفائدة البرلماني واختاره لتمثيله. لكن الإشكالية في آلية المراقبة. إذا كان رئيس البرلمان غير قادر على إجبار وضبط حضور البرلمانيين إلى الجلسات فمن سيفعل غير المواطن(المتضرر) من خلال انتداب مواطن عن كل جهة تعهد إليه مهمة مراقبة برلمانيي جهته لمدة شهر على أن يخلفه آخر بعد انقضاء مدة الإنتداب. وحتى نضمن فعالية المراقبة يجب أن تبقى هوية المواطنيين المنتدلين لهذه المهمة سرية.,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,وجودهم كعدمه سواء حضروا أو لم يحضروا فلا تغيير .. الفساد يزداد يوما بعد يوم والغلاء كذلك فلا فائدة من برلمان ولا أحزاب …,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:45,تلاوة اسم الوزير المتغيب عن البرلمان .. مطالبة مشروعة أم مزايدة سياسية؟,كنا أمام سوق الثلاثاء و سوق الاربعاء في التلفزة ( نقل حلقات البرلمان ) اليوم أصبحنا في نفس التوقيت مع مسرحية بايخة ( تداول غياب النوام !) ماذا يهمنا في غيابهم أو حضورهم وهم يضحكون علينا بتمثيليتهم المزعجة ؟!!!,politique,https://www.hespress.com/%d8%aa%d9%84%d8%a7%d9%88%d8%a9-%d8%a7%d8%b3%d9%85-%d8%a7%d9%84%d9%88%d8%b2%d9%8a%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%ba%d9%8a%d8%a8-%d8%b9%d9%86-%d8%a7%d9%84%d8%a8%d8%b1%d9%84%d9%85%d8%a7%d9%86-1467307.html
2024-11-21 13:50:48,اجتماع تنفيذ السجل الاجتماعي الموحد,أحسن مشروع في برنامج هذه الحكومة سيبقى نقطة إيجابية مميزة .,politique,https://www.hespress.com/%d8%a7%d8%ac%d8%aa%d9%85%d8%a7%d8%b9-%d8%aa%d9%86%d9%81%d9%8a%d8%b0-%d8%a7%d9%84%d8%b3%d8%ac%d9%84-%d8%a7%d9%84%d8%a7%d8%ac%d8%aa%d9%85%d8%a7%d8%b9%d9%8a-%d8%a7%d9%84%d9%85%d9%88%d8%ad%d8%af-1468038.html
2024-11-21 13:50:48,اجتماع تنفيذ السجل الاجتماعي الموحد,"ما هو مؤكد هو الوضعية الصعبة التي صار يعيش فيها اغلب المواطنين نتيجة انهيار مستوى المعيشة بسبب الغلاء الفاحش غير المبرر وتخلي حكومة الباطرونا عن دورها في حماية المواطنين بفرض الضبط وجعل حد لعربدة رموز الاحتكار والسماسرة والشناقة والانتهازين حيث مع هذه الحكومة البلد اصبح مرتع لهولاء دون حسيب ولا رقيب حيث انهارت القدرة الشرائية بشكل كبير مع انهيار التعليم العمومي والصحة العمومية وغلاء المحروقات بشكل غريب !
إذا فائدة إجتماعات إذا لم تحسن وضعية المواطن اليومية",politique,https://www.hespress.com/%d8%a7%d8%ac%d8%aa%d9%85%d8%a7%d8%b9-%d8%aa%d9%86%d9%81%d9%8a%d8%b0-%d8%a7%d9%84%d8%b3%d8%ac%d9%84-%d8%a7%d9%84%d8%a7%d8%ac%d8%aa%d9%85%d8%a7%d8%b9%d9%8a-%d8%a7%d9%84%d9%85%d9%88%d8%ad%d8%af-1468038.html
2024-11-21 13:50:48,اجتماع تنفيذ السجل الاجتماعي الموحد,السلام عليكم  الغريب انه الفئة المتوسطة أصبحت فقيرة ولا أحد يفكر في مصيرها ؟,politique,https://www.hespress.com/%d8%a7%d8%ac%d8%aa%d9%85%d8%a7%d8%b9-%d8%aa%d9%86%d9%81%d9%8a%d8%b0-%d8%a7%d9%84%d8%b3%d8%ac%d9%84-%d8%a7%d9%84%d8%a7%d8%ac%d8%aa%d9%85%d8%a7%d8%b9%d9%8a-%d8%a7%d9%84%d9%85%d9%88%d8%ad%d8%af-1468038.html
